Work is everything to me.,El trabajo es todo para mí.
Tom is always very nice.,Tomás siempre es muy agradable.
Tom's problems are nothing compared to Mary's.,Los problemas de Tom no son nada comparados con los de Mary.
She wants to kiss him.,Ella quiere besarlo.
I want this work finished by five.,Quiero que el trabajo esté terminado para las cinco.
"Can I use your toilet, please?","¿Puedo usar tu servicio, por favor?"
She sent her children off to school.,Ella envió a los niños al colegio.
He sang some old songs.,Cantó algunas canciones viejas.
Don't you miss Tom?,¿No echas de menos a Tom?
How far did you go?,¿Hasta dónde llegaste?
I can give you some useful information.,Puedo darte información útil.
He's probably sleeping.,Probablemente esté durmiendo.
Her house is a few kilometers away from here.,Su casa queda a algunos kilómetros de aquí.
A burglar broke into the shop last night.,Un ladrón entró a la tienda anoche.
There are a lot of things I have to do before tomorrow.,Tengo un montón de cosas que hacer para mañana.
The girl went to school in spite of her illness.,La niña fue a la escuela a pesar de estar enferma.
I'll keep it in mind.,Lo tendré en cuenta.
Is that answer right?,¿Es correcta esa respuesta?
I'm looking forward to going to the concert.,Estoy deseando ir al concierto.
I want to go to Italy.,Quiero ir a Italia.
I wish you good luck.,Le deseo suerte.
I have to go on a diet.,Tengo que hacer una dieta.
I plan to stay in the city.,Planeo quedarme en la ciudad.
I met Mary yesterday.,Ayer me encontré con Mary.
Who attended the meeting?,¿Quién asistió a la reunión?
Take whichever of these you want.,Toma el que quieras de cualquiera de estos.
"Joking aside, what are you trying to say?","Bromas aparte, ¿qué estás intentando decir?"
Tom says it hurts.,Tom dice que duele.
Tom made it quite clear what he expected us to do.,Tom dejó claro lo que esperaba que nosotros hiciéramos.
All you have to do is sit down here and answer the doctor's questions.,Lo que tienes que hacer es sentarte aquí y responder a las preguntas del médico.
Come early.,Vengan temprano.
What kind of house does Tom live in?,¿En qué clase de casa vive Tom?
I bought new shoes at the shoe store.,Compré zapatos nuevos en la zapatería.
How's your family?,¿Qué tal tu familia?
He's cruel.,Él es cruel.
I knew Tom was no good.,Sabía que Tom no era bueno.
What are you going to do in college?,¿Qué vas a hacer en la universidad?
Tom is having a panic attack.,Tom está teniendo un ataque de pánico.
Paper burns easily.,El papel se quema fácilmente.
Tom wanted to stay at home.,Tom quiso quedarse en casa.
It's second-hand.,Es de segunda mano.
Tom is back with his ex.,Tom ha vuelto con su ex.
The chair can't be fixed.,No se puede arreglar la silla.
I wish you weren't always so busy.,Ojalá no estuvierais siempre tan ocupadas.
My room has only one window.,Mi cuarto tiene una sola ventana.
Some boys came into the classroom.,Algunos chicos entraron a la sala.
She has a tendency to look on the dark side of things.,Ella tiende a ser pesimista.
May I use your car today?,¿Puedo usar tu carro hoy día?
Tom can't swim.,Tom no sabe nadar.
The night is still young.,La noche acaba de comenzar.
I need to rest a moment.,Necesito descansar un momento.
He's looking at you.,Os está mirando.
There's ice cream in the freezer.,Hay helado en el freezer.
Tom wants to eat fried rice.,Tom quiere comer arroz frito.
I'll ask around.,Voy a preguntar por ahí.
Grab Tom.,Sujeta a Tom.
There's a book about dancing on the desk.,Hay un libro de danza sobre el escritorio.
"Remain seated, please.","Quédate sentada, por favor."
Tom cut his finger and it's bleeding pretty badly.,Tom se cortó el dedo y está sangrando harto.
Tom suffocated Mary with a feather pillow.,Tom sofocó a Mary con una almohada de plumas.
Is that a personal opinion?,¿Es esa una opinión personal?
Tom told me he was Canadian.,Tom me dijo que era canadiense.
He was a good friend.,Él era un buen amigo.
It made my mother cry.,Hizo llorar a mi madre.
It wasn't a pleasant job.,No fue un trabajo agradable.
So what is it you want me to do?,"Así que, ¿qué es lo que quieres que haga?"
"You're the one who knows how to do this, right?","Tú eres el que sabe cómo hacer esto, ¿verdad?"
Give me a reason.,Dame una razón.
Tom forgot to tell Mary what time he'd be there.,A Tom se le olvidó decirle a María a qué hora estaría ahí.
Tom didn't believe what Mary told him.,Tom no creyó lo que Mary le contó.
Do you ask every new employee that question?,¿Le haces esa pregunta a todo nuevo empleado?
Tom is deceitful.,Tom es falso.
Can I get you a coffee?,¿Quiere que le traiga un café?
The dentist gave me an appointment for seven o'clock.,El dentista me citó a las siete.
We're in trouble.,Estamos en problemas.
My grandfather died in the same room in which he was born.,Mi abuelo murió en la misma habitación en la que nació.
I don't know about things like that.,No sé de esas cosas.
He was brought up by his uncle.,Él fue educado por su tío.
My mother is seriously ill.,Mi madre está gravemente enferma.
The boy knocked the glass over.,El niño volcó el vaso.
Let me repair it.,Permíteme repararlo.
You promised.,Lo prometió.
It's best not to talk so much.,Es mejor no hablar tanto.
How can I get back at him?,¿Cómo puedo desquitarme con él?
Where do you use French?,¿Dónde se usa el francés?
I thought we'd be more comfortable here.,Pensé que estaríamos más cómodos aquí.
We're in a hurry.,Estamos apurados.
Tom is with us.,Tom está con nosotros.
I know it for sure.,Lo sé con seguridad.
Cut the cake with a knife.,Corta la tarta con un cuchillo.
The proportion of sunny days to rainy days last month was 4 to 1.,El mes pasado hubo cuatro días de sol por cada día de lluvia.
That's what Tom told me.,Eso es lo que Tomás me dijo.
This book is pretty easy for me to read.,Este libro es bastante fácil para mí leer.
The bad weather delayed the plane.,El avión llegó con retraso debido al mal tiempo.
I hate the world because the world hates me.,Odio al mundo porque el mundo me odia a mí.
Tom gasped.,Tom soltó un grito ahogado.
We climbed to the top.,Subimos a la cima.
I have not finished lunch.,No he terminado de almorzar.
Tom wants us to talk.,Tom quiere que hablemos.
The girl talking with Tom is Mary.,La chica que está hablando con Tom es Mary.
Where do I pay for the gas?,¿Dónde pago el gas?
Who phoned?,¿Quién llamó por teléfono?
I've learned a lot from Tom.,He aprendido mucho de Tom.
Did you hear about Tom's resignation?,¿Oíste acerca de la renuncia de Tom?
Tell me where you live.,Dígame dónde vive usted.
We don't have a pool.,No tenemos piscina.
She isn't poor.,Ella no es pobre.
I'm going to buy a leather belt.,Voy a comprar un cinturón de cuero.
My baby brother sleeps ten hours a day.,Mi hermanito duerme diez horas al día.
Thank you for the wonderful gift.,Gracias por este regalo maravilloso.
People love to check out each other's houses.,A la gente le encanta ver las casas de unos con otros.
I'm glad it makes you happy.,Me alegra que te haga feliz.
He looks young.,Él se ve joven.
A photographer took a photograph of my house.,Un fotógrafo le tomó una foto a mi casa.
Let's put the basses on the left.,Vamos a colocar los bajos a la izquierda.
Tom waited his turn.,Tom esperó su turno.
I spent the whole evening trying to find my keys.,Pasé toda la tarde tratando de encontrar mis llaves.
I watched a tennis match on TV.,Vi un partido de tenis por la tele.
"If he comes, give him this paper.","Si viene, dale este papel."
When will we go home?,¿Cuándo nos iremos a casa?
"I know it's not what you suggested, but it was all I could do.","Sé que no fue lo que sugeriste, pero fue todo lo que pude hacer."
You have no proof.,No tenés pruebas.
Tom wrote this three weeks ago.,Tom escribió esto hace tres semanas.
I need a moment with you.,Necesito un momento con vos.
Tom died last Monday night.,Tom murió el pasado lunes por la noche.
Tom needed attention.,Tom necesitaba atención.
I don't want to force you to do that.,No quiero forzarte a hacer eso.
It's a long story.,Es una larga historia.
Tell me where to put this.,Dime donde colocar esto.
They are as strong as us.,Ellos son igual de fuertes que nosotros.
Where did this custom start?,¿Dónde se inició esta costumbre?
My mother never gets up early.,Mi madre nunca se levanta temprano.
There's something here.,Hay algo acá.
This is not going to end well.,Esto no va a acabar bien.
You're always disagreeing with your boss.,Te la pasas peleando con tu jefe.
What's New Zealand like? Is it as sparsely populated as Australia?,¿Cómo es Nueva Zelanda? ¿Su población está tan dispersa como la de Australia?
Is there an ATM around here?,¿Hay algún cajero automático por acá?
Why do you think it happened?,¿Por qué piensas que eso sucedió?
Tom came to my office this morning.,Tom vino a mi oficina esta mañana.
Someone must have left it there.,Alguien debe haberlo dejado ahí.
Loosen it.,Suéltala.
Do you know why Tom went to Boston?,¿Sabes por qué se fue Tom a Boston?
I won't lose!,¡No voy a perder!
Tom doesn't like working here.,A Tom no le gusta trabajar aquí.
I was in the hospital last week.,La semana pasada estaba en el hospital.
Now is your time.,Ahora es tu momento.
I'd like to extend my stay through Sunday.,Me gustaría extender mi estancia hasta el domingo.
The bus stop is across the street.,La parada de autobús está al otro lado de la calle.
I didn't hear what you said.,No oí lo que dijiste.
I have to help my mother.,Tengo que ayudar a mamá.
Let's just eat.,Comamos y ya.
"Suddenly, the dog started barking.",De repente el perro empezó a ladrar.
She loves antiques.,A ella le gustan mucho las antigüedades.
It's the biggest house in the neighborhood.,Es la casa más grande en el vecindario.
You taught me that.,Tú me enseñaste eso.
We'll be leaving on Monday.,Nos iremos el lunes.
Tom is my husband.,Tomás es mi esposo.
Tom had drunk too much coffee so he couldn't sleep.,Tom había bebido demasiado café así que no pudo dormir.
She called him.,Ella lo llamó.
Tom had no idea what to say.,Tom no tenía idea de qué decir.
Is it true that you built this house by yourself?,¿Es verdad que tú construiste esta casa tú solo?
A string on my guitar broke.,Se me cortó una cuerda de la guitarra.
How much is this clock?,¿Cuánto cuesta este reloj?
Do you know if he's coming to the party?,¿Sabes si acaso vendrá a la fiesta?
The cat put its nose in the pot.,El gato metió el hocico en el puchero.
Put it there.,Ponedlo allí.
I just felt like hearing the sound of your voice.,Solo me parecía que estaba oyendo tu voz.
I'm trying to remember.,Estoy intentando recordar.
The birds are singing.,Los pájaros cantan.
He is afraid of becoming sick.,Él tiene miedo de enfermarse.
Thank you for your assistance.,Te agradezco tu colaboración.
Is the beam solid or hollow?,¿Está la viga sólida o hueca?
Have you finished yet?,¿Ya habéis terminado?
The United States is made up of 50 states.,Estados Unidos se compone de 50 estados.
He has two dogs.,Él tiene dos perros.
There's somebody at the door.,Hay alguien en la puerta.
Tom wondered how many pairs of shoes Mary owned.,Tom se preguntaba cuántos pares de zapatos poseía María.
No one knew for certain how the accident happened.,Nadie sabía con certeza cómo había ocurrido el accidente.
"If you had a million dollars, what would you do?","Si tuvieras un millón de dólares, ¿qué harías?"
His opinion is worthless.,Su opinión no vale nada.
"Last year, he spent three months at sea.","El año pasado, él pasó tres meses en el mar."
They're alone.,Están solos.
Do you have a school uniform?,¿Tienes uniforme escolar?
I have two brothers.,Tengo dos hermanos.
May I begin by thanking every one for your warm welcome?,Permítanme comenzar agradeciéndoles a todos por su cálida bienvenida.
You may choose whichever book you like.,Podéis elegir el libro que queráis.
That's what's funny.,Eso es lo divertido.
Tom is basking in the sun.,Tom está disfrutando bajo el sol.
Who's your favorite announcer on CNN?,¿Quién es tu panelista favorito en CNN?
They got out of the car.,Ellos se bajaron del coche.
Tom suffered from a heart attack and almost died waiting for the ambulance.,A Tom le dio un infarto y casi se muere esperando al ambulancia.
The trip was very expensive.,El viaje era muy caro.
Life's a funny thing.,La vida es una cosa graciosa.
"In New York, the dollar was worth eight shillings.",En Nueva York un dólar equivalía a ocho chelines.
I'm not willing to do that for you.,No estoy dispuesto a hacerlo por ti.
Tom has a big problem.,Tom tiene un grave problema.
I heard a beautiful song yesterday.,Ayer oí una hermosa canción.
Tom told Mary and Mary told John.,Tom se lo dijo a Mary y Mary se lo dijo a John.
I just like to daydream.,Me encanta soñar despierto.
She sympathized with those unfortunate people.,Ella simpatizó con aquellas desafortunadas personas.
"If he keeps threatening you, then you should go to the police.","Si él te sigue amenazando, entonces deberías ir donde la policía."
I'm fed up with your constant complaining.,Estoy harto de tus constantes quejas.
You'd better go. It's getting late.,Mejor vete. Se está haciendo tarde.
Tom was crying.,Tom estaba llorando.
Tom blames Mary for everything.,Tom culpa a Mary por todo.
Tom is a close friend of mine.,Tom es un amigo cercano mío.
This is utter nonsense.,Esto no tiene el menor sentido.
I must've misplaced it.,Debo de haberlo dejado en el lugar equivocado.
We had not gone very far when it started to rain.,No habíamos ido lejos cuando empezó a llover.
I asked a favor of him.,Le pedí un favor.
Music is the universal language.,La música es el lenguaje universal.
I'd like to speak to Tom about his brother John.,Me gustaría hablar con Tom sobre su hermano John.
Stop biting your nails.,Deja de comerte las uñas.
Tom came all the way from Boston.,Tom vino de propio desde Boston.
My best friend dances really well.,Mi mejor amiga baila realmente bien.
Don't be evil.,No seáis malos.
Can you tell me where the nearest antique shop is?,¿Me puede decir dónde está la tienda de antigüedades más cercana?
I'm fair.,Soy justo.
This wine is made from grapes.,Este vino está hecho de uvas.
Tom sat by the window.,Tom se sentó al lado de la ventana.
He's afraid of his own shadow.,Él tiene miedo hasta de su propia sombra.
He was an Olympic champion in weightlifting.,Él fue campeón olímpico en levantamiento de pesas.
The opera starts at seven.,La ópera comienza a las siete.
Tom wrote the script.,Tom escribió el texto.
She was late to work because she overslept.,Ella llegó tarde al trabajo porque se durmió.
I don't want to get divorced.,No me quiero divorciar.
You can rely on her.,Puedes confiar en ella.
Tom often sits in front of his computer all day.,Tom a menudo se sienta el día entero frente a su computador.
"I'm sorry, but I don't understand English well.","Perdón, pero no entiendo muy bien el inglés."
I want to spend my life with Mary.,Quiero pasar mi vida con Mary.
He doesn't know a lot about Japan.,Él no sabe mucho de Japón.
This isn't exactly what I wanted.,Eso no es exactamente lo que yo quería.
Tom told me that he doesn't have a problem with that.,Tom me dijo que no tiene problemas con eso.
I never forget a face.,Nunca olvido una cara.
Are you ready to order?,¿Tiene lista su orden?
Can you please close the window?,"¿Puedes cerrar la ventana, por favor?"
His brother went to the station to see him off.,Su hermano fue a la estación para despedirse de él.
I know you're right.,Sé que tiene razón.
Tom waited to hear from Mary.,Tom esperó para oír de Mary.
Tom chose to live in Boston.,Tom escogió vivir en Boston.
We only have three hours.,Solo tenemos tres horas.
I don't like being controlled.,No me gusta ser controlada.
He doesn't live here anymore.,Él ya no vive aquí.
The whole world is watching.,Todo el mundo está mirando.
It doesn't hurt.,No duele.
Mary looked at herself in the mirror.,Mary se miró en el espejo.
You're OK.,Estás perfectamente.
You're a gentleman.,Sos un caballero.
I'm going to sit on the bench over there next to the street lamp.,"Me voy a sentar en aquella banca, al lado de la farola."
My father hasn't gone abroad even once.,Mi padre no ha salido al extranjero ni siquiera una vez.
Which diet is better?,¿Qué dieta es mejor?
I wish it were true.,Desearía que fuera verdad.
"You went to the park yesterday, didn't you?","Ayer fuiste al parque, ¿verdad?"
Tom is quite dangerous.,Tom es bastante peligroso.
I couldn't find any shoes that fit me.,No conseguí zapatos que me quedaran bien.
I don't like your friends.,No me gustan tus amigos.
They all know.,Todos lo saben.
"I think it might rain today, but I could be wrong.","Yo pienso que podría llover hoy, pero podría estar equivocado."
"English is hard, isn't it?","El inglés es difícil, ¿verdad?"
A cat has seven lives.,Un gato tiene siete vidas.
Animals inhabit the forest.,Los animales viven en el bosque.
I will drive to Paris tomorrow.,Mañana iré en coche a París.
I know you're worried about Tom.,Sé que está preocupado por Tom.
I hid it under my bed.,Lo escondí debajo de mi cama.
Those were happy times.,Eran tiempos felices.
Please sit.,"Por favor, siéntate."
Is it true that you gamble?,¿Es verdad que apuestas?
How about going for a walk after lunch?,¿Qué tal si damos un paseo después del almuerzo?
Tom plans to go to college next year.,Tom planea ir a la universidad el próximo año.
The cottage looked as if nobody were living in it.,La casa rústica tenía el aspecto de que no vivía nadie en ella.
He has a very vivid imagination.,Él tiene una imaginación muy vívida.
Who came up with something like that?,¿A quién se le ocurrió algo así?
My father's car is made in Italy.,El auto de mi padre es hecho en Italia.
It's time to leave.,Es hora de irse.
You don't have to respond.,No hace falta que responda.
Opinions vary from person to person.,Las opiniones varían de una persona a otra.
He finally consented to our plan.,Él por fin aprobó nuestro plan.
"Of course, a license is needed to operate a crane.",Por supuesto que se requiere licencia para operar una grúa.
Tom will obey.,Tom obedecerá.
I agreed with him on the plan.,Estuve de acuerdo con él sobre el plan.
Do you have a house?,¿Tienes una casa?
Tom and Mary seem happy together.,Tom y Mary parecen felices juntos.
I don't want to see anybody.,No quiero ver a nadie.
She is always free in the afternoon.,Ella siempre está libre en la tarde.
I'm a little confused.,Estoy un poco confuso.
"If you had told me earlier, I would have dressed up.","Si me lo hubieras dicho antes, me habría disfrazado."
Tom can't run as fast as Mary.,Tom no puede correr tan rápido como Mary.
Don't stare at people.,No mires a la gente.
I thought Tom would use my office.,Pensé que Tom ocuparía mi oficina.
Today we have a lot of food.,Hoy tenemos mucha comida.
It's a pity that Tom can't come.,Es una pena que Tomás no pueda venir.
Mathematics is not just the memorization of formulas.,La matemática no es simplemente la memorización de fórmulas.
Why are we going to Australia?,¿Por qué vamos a Australia?
Tom did it.,Tom lo hizo.
Tom is interested in French literature.,A Tom le interesa la literatura francesa.
Where did you learn karate?,¿En dónde aprendiste karate?
You came here because you wanted to know the truth.,Viniste aquí porque querías saber la verdad.
I called for help.,He pedido ayuda.
I tried to save Tom.,Traté de salvar a Tom.
Students are supposed to study hard.,Se supone que los estudiantes estudien arduamente.
Do you have children already?,¿Usted ya tiene hijos?
He traveled all over Europe.,Él viajó por toda Europa.
Where did you buy it?,¿Dónde la compraste?
I am your father.,Yo soy tu padre.
Can I use your telephone?,¿Podría usar su teléfono?
They studied them closely.,Ellos los estudiaron de cerca.
The English Channel separates England and France.,El Canal de la Mancha separa a Inglaterra y Francia.
"If we hurry, we'll make it.","Si nos damos prisa, lo lograremos."
She did the work carefully.,Ella hizo el trabajo con cuidado.
We must evacuate.,Debemos evacuar.
When do you leave here?,¿Cuándo te iras de aquí?
Tom told me he doesn't want to work with you.,Tom me dijo que no quiere trabajar contigo.
I think I'll start with a bottle of beer.,Creo que comenzaré con una botella de cerveza.
I need to stop.,Tengo que parar.
Tom had to go there alone.,Tom tuvo que ir allí solo.
The reports were confusing.,Los informes eran confusos.
Churches are designated on the map with crosses.,Las iglesias están marcadas en el mapa con una cruz.
There are always a lot of vehicles on this road.,Por este camino siempre pasan muchos coches.
I want to go wherever you go.,Quiero ir adondequiera que tú vayas.
There aren't as many trains at night.,No hay tantos trenes en la noche.
Tom wears simple clothes.,Tom usa ropa sencilla.
Tom isn't as young as he looks.,Tom no es tan joven como parece.
Tom got off his stool.,Tom se bajó de su taburete.
This is my house.,Esta es mi casa.
I started this job an hour ago.,Empecé este trabajo hace una hora.
I'm very fat.,Soy muy gorda.
This should be interesting.,Esto debería ser interesante.
I paid for the tickets.,Yo pagué las entradas.
It was a very calm day in the stock market.,Era un día muy tranquilo en la bolsa de valores.
I didn't mean to do that.,No quise hacer eso.
"Because of a shortage of work, half the staff was discharged.","Debido a la escasez de trabajo, la mitad del personal fue dada de baja."
We remained silent.,Permanecimos en silencio.
Wait here.,Espera aquí.
I forgot about that.,Se me olvidó.
I got here Monday night.,Llegué el lunes por la noche.
I want you to help me find out who stole my car.,Quiero que me ayudes a descubrir quién me robó el coche.
I love playing Chopin.,Me encanta interpretar a Chopin.
I dream of becoming a teacher.,Sueño con convertirme en profesor.
It made me really sad.,Me puso realmente triste.
Tom boarded the plane.,Tom abordó el avión.
You had better not see her today.,Mejor que no la hubieras visto hoy.
"In comparison with Tokyo, London is small.","Comparado con Tokio, Londres es pequeño."
She bought a shirt for him to wear to the party.,Ella compró una camisa para que él se pusiera en la fiesta.
The parrot is dead.,El perico está muerto.
"I can't remember how to say ""Thank you"" in German.","No recuerdo cómo se decía ""Gracias"" en alemán."
I don't like what he said.,No me gusta lo que él dijo.
The dog kept barking all night.,El perro siguió ladrando toda la noche.
Tom is always trying to be cool.,Tom siempre está tratando de ser genial.
Tom doesn't know what to order.,Tom no sabe qué pedir.
Do we need a Plan B?,¿Necesitamos un plan B?
I'm very busy today.,Tengo el día muy ocupado.
He began to indulge in drinking after he lost his wife.,Él comenzó a ceder a la bebida después de que perdió a su mujer.
It's supposed to snow tomorrow.,Supuestamente mañana nevará.
"If you can't fix the pipe, we'll have to call a plumber.","Si tú no puedes arreglar la tubería, tendremos que llamar a un fontanero."
