Just take it slow.,Hazlo poco a poco.
His wife was killed in the accident.,Su esposa murió en el accidente.
What does the Bible say about this?,¿Qué dice la Biblia al respecto?
What are your plans for Christmas?,¿Cuáles son sus planes para Navidad?
"I have the afternoon off today, so I plan to go to the park, sit under a tree and read a book.","Hoy tengo la tarde libre, así que pienso ir al parque, sentarme bajo un árbol y leer un libro."
Give it up.,Déjalo.
Tom doesn't know how to play golf.,Tom no sabe jugar al golf.
It was your fault.,Fue culpa tuya.
Didn't you hear the doorbell?,¿No escuchaste el timbre?
All I want is someone special in my life.,Todo lo que quiero es a alguien especial en mi vida.
Bad drivers should have their licenses taken away from them.,Los conductores irresponsables deberían tener retenidas sus licencias.
You must be Tom's brother.,Debes de ser el hermano de Tom.
"On my way home, I fell asleep on the train and rode past my station.",De vuelta a casa me quedé dormido en el tren y me pasé mi estación.
Tom didn't know that Mary had children.,Tom no sabía que Mary tenía hijos.
Tom isn't very good at explaining things.,Tomás no es bueno explicando.
I didn't do it for Tom.,No lo hice por Tom.
"If he isn't ill, I think he will come.","Si no está enfermo, creo que vendrá."
Do it right now.,Hazlo ahoritita.
It's not a Thanksgiving dinner without turkey.,No es una Cena de Acción de Gracias si no hay pavo.
Tom knows a lot about American history.,Tom sabe mucho sobre la historia de América.
They arrested her.,Ellos la arrestaron.
Tom needs to relax.,Tom necesita relajarse.
Tom doesn't know a thing about fishing.,Tom no tiene idea de pesca.
I heard the boys singing.,Oí a los niños cantar.
She didn't like her husband.,A ella no le gusta su marido.
Aren't you going to finish your supper?,¿No te vas a terminar tu cena?
Mexico is a country located in North America.,México es un país de América del Norte.
"She doesn't hate him. In fact, she loves him.","Ella no lo odia. De hecho, lo ama."
I have two big brothers.,Yo tengo dos hermanos mayores.
Tom knows just how you feel.,Tom sabe exactamente como tú te sientes.
Come here.,Vení.
Do you know how to use a dictionary?,¿Sabes cómo se utiliza un diccionario?
She doesn't understand you.,Ella no te entiende.
I have no regrets about what I did.,No me arrepiento de nada de lo que hice.
I have left my umbrella in a bus.,Me he olvidado el paraguas en un autobús.
Tom has a house not too far from here.,Tom tiene una casa no muy lejos de aquí.
Tom married a Canadian.,Tom se casó con una canadiense.
It's hard to tell you from your brother.,Es difícil distinguirte de tu hermano.
Your shirt is missing a button.,Tu camisa ha perdido un botón.
The boy seems to be coming in this direction.,Parece que el niño viene en esta dirección.
Is he back already?,¿Ya regresó?
She has a soft and clear voice.,Ella tiene una voz suave y clara.
Tom didn't have time to explain everything to Mary.,Tom no tuvo tiempo para explicárselo todo a Mary.
"We were supposed to meet at the restaurant, but Tom never showed up.","Se suponía que nos íbamos a encontrar en el restaurante, pero Tom nunca apareció."
Please stop talking.,"Por favor, para de hablar."
Tom has started dating Mary.,Tom a comenzado a salir con Mary.
I'm in a bad mood.,Estoy rayado.
The boys were enthusiastic about the music.,Los muchachos se entusiasmaron con la música.
His hands were covered with mud.,Sus manos estaban cubiertas con lodo.
The reporter refused to name his sources.,El reportero se negó a revelar sus fuentes.
He's very angry.,Está realmente enfadado.
They are yellow.,Son amarillas.
They ran through the inheritance.,Agotaron rápidamente la herencia.
I'd like to see the principal.,Me gustaría ver a la directora.
He is a Japanese boy.,Él es un joven japonés.
"At first, I didn't like him.",Al principio no me agradaba.
It was Tom's fault.,Fue culpa de Tom.
There is nothing to be scared of.,No hay nada de qué asustarse.
I know that it is highly unlikely that we'll be able to sell all this stuff.,Sé que es muy improbable que podamos vender todas estas cosas.
Why do you blame me for what happened?,¿Por qué me culpas por lo que pasó?
I have about thirty second cousins.,Tengo unas treinta primas segundas.
I have returned.,He vuelto.
She turned away from me.,Ella se apartó de mí.
I have an appointment with the professor at 1:30.,Tengo una cita con el profesor a la 1:30.
This is how I met your mother.,Así es como conocí a tu madre.
They're Tom's.,Ellos son de Tom.
His condition changed for the worse.,Su situación empeoró.
He came home earlier than I expected.,Él volvió a la casa más temprano de lo que esperaba.
I'm very proud of Tom.,Estoy muy orgullosa de Tom.
He's crazy about her.,Él está loco por ella.
When was the last time you baked a cake?,¿Cuándo fue la última vez que horneaste una torta?
I thought Tom was here with you.,Pensé que Tom estaba acá con vos.
Drain the oil.,Vacia el aceite.
Tom doesn't believe what Mary says.,Tom no cree lo que está diciendo Mary.
Please wait for five minutes.,"Por favor, espere cinco minutos."
You're back.,Estás de vuelta.
I just thought you might want to eat something.,Solo pensé que quizá querrías comer algo.
Tom's dog needed to go outside.,El perro de Tom necesita ir afuera.
I've been waiting for Tom for a long time.,He estado esperando a Tom durante mucho tiempo.
They blend Brazilian and Colombian coffee here.,Aquí mezclan el café del Brasil con el de Colombia.
Please book me a room in a first-class hotel.,Resérveme habitación en un hotel de primera clase.
Tom spent three weeks in Boston.,Tom estuvo tres semanas en Boston.
I'm sure you're very busy.,Estoy seguro de que estás muy ocupado.
I really want to go to Egypt.,Realmente quiero ir a Egipto.
What do I have?,¿Qué tengo?
Lajos said that three years ago he wanted to live in Szeged.,Lajos dijo que hace tres años él quería vivir en Szeged.
You know me.,Tú me conoces.
He'll never forgive me.,Él jamás me perdonará.
Tom needs some more rest.,Tom necesita algo más de descanso.
"As everyone knows, today is a very significant day for us.","Como todos saben, el día de hoy es un día muy importante para nosotros."
Tom wiped the tears from Mary's eyes.,Tom secó las lágrimas de los ojos de Mary.
The child sat on his mother's lap and listened to the story.,El niño se sentó en el regazo de su madre y escuchaba la historia.
Tom was harsh.,Tom fue severo.
Why are you sad?,¿Por qué está triste?
Tom thought that Mary was probably still somewhere in Boston.,Tom pensó que Mary probablemente aún seguiría en algún lugar en Boston.
Tom didn't know where the money came from.,Tom no sabía de dónde venía el dinero.
Whoever leaves the office last should turn off the light.,El que se salga último de la oficina tiene que apagar la luz.
Stay sharp.,Mantente alerta.
You don't know who I am.,No sabéis quién soy.
I don't want to break up with you.,No quiero romper contigo.
"The Hilton Hotel, please.","¡Al hotel Hilton, por favor!"
I wasn't enjoying myself very much.,No me estaba divirtiendo demasiado.
"Tom saw a girl sitting all alone, so he went over to talk to her.","Tom vio a una chica sentada completamente sola, por lo que se acercó a hablar con ella."
He solved the problem with ease.,Resolvió el problema con facilidad.
Tom sleeps on the bottom bunk.,Tom duerme en la litera del fondo.
Tom won't tell us anything.,Tom no nos va a decir nada.
That was all Tom said.,Eso fue todo lo que Tom dijo.
Few people live to be one hundred years old.,Poca gente alcanza a vivir para los cien años de edad.
I began driving our tractor when I was 12 years old to help my father out at harvest time.,"Empecé a conducir nuestro tractor cuando tenía doce años, para ayudar a mi padre con la cosecha."
I heard the front door slam.,Escuché un golpe de la puerta delantera.
How many museums did you visit?,¿A cuántos museos fuiste?
You survived.,Vos sobreviviste.
They did an experiment to see if the drug improved memory.,Ellos realizaron un experimento para ver si el medicamento mejoraba la memoria.
He put up a flag.,Él izó la bandera.
She is a college student.,Ella es universitaria.
I'm not going to argue with you.,No voy a discutir con vos.
It's almost time to get started.,Ya casi es hora de comenzar.
Keep the door open.,Deja la puerta abierta.
Tom no longer lives with me.,Tom ya no vive más conmigo.
She's a smart girl.,Ella es una chica inteligente.
I just need a couple of aspirin.,Solo necesito un par de aspirinas.
I don't like to leave things up in the air.,No me gusta dejar asuntos pendientes.
I want Tom out of my house.,Quiero a Tom fuera de mi casa.
It might rain today.,Hoy día podría llover.
The rain lasted for three days.,La lluvia duró tres días.
I have a very important meeting.,Tengo una reunión muy importante.
I want to be with Tom.,Quiero estar con Tom.
Tom didn't know which bus to take.,Tom no sabía qué colectivo tomar.
I still have the book from last semester.,Todavía tengo el libro desde el semestre pasado.
My uncle has a house in Italy.,Mi tío tiene una casa en Italia.
I'll miss your cooking.,Extrañaré tu comida.
The Thirteenth Amendment freed all Negro slaves.,La Decimotercera Enmienda liberó a todos los esclavos negros.
She will get along with my grandmother.,Ella se llevará bien con mi abuela.
He accused the man of stealing.,Acusó al hombre de haber robado.
I won't be blackmailed.,No dejaré que me chantajeen.
I'm older than any other student in my class.,Soy más viejo que cualquier otro estudiante de mi clase.
I've never played golf.,No he jugado nunca al golf.
The story got more and more interesting.,La historia se puso cada vez más interesante.
Nobody could give the correct answer.,Nadie pudo dar la respuesta correcta.
Keep your chin up.,Mantén tu frente en alto.
Tom chased the cats out of his house.,Tom ahuyentó a los gatos de su casa.
Supplies of oil are not infinite.,Los suministros de petroleo no son infinitos.
Have you heard Tom's music?,¿Has oído la música de Tom?
Tom fainted.,Tom se desmayó.
Is anyone hurt?,¿Se lastimó alguien?
I just love her to death.,La quiero a morir.
I walked to school.,Fui andando a la escuela.
Will you tell me how to get to your house?,¿Me dices cómo se llega a tu casa?
You look surprised.,Pareces sorprendida.
Can you forgive me?,¿Podéis perdonarme?
The captain assured us that there would be no danger.,El capitán nos aseguró que no habría peligro.
See you soon!,¡Hasta luego!
Japanese are Asians.,Los japoneses son asiáticos.
Don't be sad.,No estés triste.
Control yourself.,Contrólate.
It would be nice to get married.,Sería agradable casarse.
It is true that he won first prize.,Es verdad que ha ganado el primer premio.
Tom divorced Mary after the children graduated from college.,Tom se divorció de Mary después de que los niños salieran de la universidad.
It's a lot of fun playing outdoors.,Jugar fuera es muy divertido.
Taking the group of children to the library was no problem.,No fue un problema llevar al grupo de niños a la biblioteca.
The Japanese tend to identify themselves with the group they belong to.,Los japoneses tienden a identificarse ellos mismos con el grupo al que pertenecen.
I'd like us to be friends again.,Quisiera que seamos amigos de nuevo.
We're pooped.,Estamos reventados.
Can I have one of these?,¿Puede darme una de éstas?
Tom almost forgot to lock the door.,Tom casi se olvida de ponerle llave a la puerta.
When are you going to get dinner ready?,¿Cuándo va a tener usted lista la comida?
Don't blame me for your mistakes.,No me culpéis por vuestros errores.
I believe in magic.,Yo creo en la magia.
Please turn left at the first corner.,"Por favor, gire a la izquierda en la primera esquina."
He will also go.,Él también irá.
The explorers discovered a skeleton in the cave.,Los exploradores descubrieron un esqueleto en la cueva.
I made her my secretary.,Yo la hice mi secretaria.
The budget of the film was very limited.,El presupuesto de la película era muy limitado.
He rarely went there.,Él rara vez fue ahí.
I'd like to see them again.,Me gustaría volver a verlos.
Don't do anything you'll regret.,No hagas nada de lo que te arrepentirías.
Tom couldn't believe his ears.,Tom no podía creer lo que oía.
"Tom was married, but he didn't wear a ring.","Tom era casado, pero no usaba anillo."
I just need to rest a little.,Solo necesito descansar un poco.
Now I get it.,Ahora lo entiendo.
Do you have this in my size?,¿Hay de estos en mi talla?
She's curious to find out who sent the flowers.,Ella quiere saber quién le envió las flores.
Be objective.,Sé objetivo.
They have a nice house.,Tienen una linda casa.
Tom already knows how to read.,Tom ya sabe leer.
Your detailed explanation of the situation has let me see the light.,Tu detallada explicación de la situación me ha hecho ver la luz.
Are those for me?,¿Son ésos para mí?
Take a few steps and tell me if it hurts when you walk.,Dé algunos pasos y dígame si duele cuando camina.
Tom asked Mary if she would teach him French.,Tom le preguntó a Mary si acaso le enseñaría francés.
Are there still some empty seats?,¿Hay todavía asientos vacíos?
I love your outfit.,Me encanta tu grupo.
Put it on my desk.,Ponelo en mi escritorio.
Tom finished second.,Tom terminó segundo.
I guess I needed someone to blame.,Supongo que necesito alguien a quien culpar.
The parents succeeded in calming him down.,Los padres lograron tranquilizarlo.
You just need help.,Tan solo necesitas ayuda.
Speaking English is useful.,Hablar inglés es útil.
They just want someone to blame.,Ellos solo quieren a alguien a quien culpar.
This is their house.,Ésta es su casa.
A soldier often has to confront danger.,Un soldado a menudo tiene que enfrentarse al peligro.
What do you need to buy?,¿Qué necesitas comprar?
You are old enough to take care of yourself.,Eres lo suficientemente grande para cuidarte solo.
Tom has more questions.,Tom tiene más preguntas.
It was nice and warm inside the house.,Estaba agradable y cálido dentro de la casa.
I think it's cruel to keep a cat indoors.,Yo pienso que es cruel mantener a un gato dentro de la casa.
It looks fun. Why don't we try it?,Parece divertido. ¿Por qué no lo probamos?
Tom admired Mary.,Tom admiraba a Mary.
I felt bad.,Me sentía mal.
Do you know where you want to go?,¿Saben para dónde quieren ir?
Tom grew up in a small town in Australia.,Tom creció en una pequeña ciudad de Australia.
Tom is on pain killers.,Tom está tomando analgésicos.
Promise me you'll do that.,Prométeme que lo harás.
She told him that she loved him.,Ella le dijo que lo amaba.
I was too small.,Yo era demasiado pequeño.
We were unsure what kind of person Tom would be and whether he would like living in the same house as us.,No estábamos seguros de qué clase de persona sería Tom ni si le gustaría vivir en la misma casa que nosotros.
We need evidence.,Necesitamos pruebas.
A lot of kids wear them.,Muchos niños los usan.
I guess it's a secret.,Supongo que es un secreto.
Tom's glad.,Tom está contento.
You've misunderstood.,Lo habéis entendido mal.
Some people think the president spends too much time traveling.,Algunos piensan que el presidente pasa demasiado tiempo viajando.
Tom and Mary could learn a lot from each other.,Tom y Mary podrían aprender mucho el uno del otro.
He is hated by everyone.,Todos lo odian.
Today's math class was more interesting than usual.,"La clase de matemáticas de hoy, fue más divertida de lo usual."
When is the next flight to Boston?,¿Cuándo es el próximo vuelo a Boston?
That gives me a headache!,Eso me da dolor de cabeza!
"Which do you like better, summer or winter?","¿Qué te gusta más, el verano o el invierno?"
He often cuts classes on Monday and Saturday.,Él a menudo falta a clases los lunes y los sábados.
I don't have any other hobbies besides football.,El fútbol es mi único pasatiempo.
They followed you.,Ellos te siguieron.
It's a lot of work.,Es mucho trabajo.
It was just an experiment.,Fue sólo un experimento.
The result was rather disappointing.,El resultado fue bien decepcionante.
I think Tom was misled.,Creo que Tom fue engañado.
It's much bigger than that.,Es mucho más grande que eso.
My phone was out of order.,Mi teléfono se estropeó.
Food is still scarce in the region.,La comida todavía es escasa en la región.
The room was empty.,La habitación estaba vacía.
He is by nature a kind person and is popular with the children in his neighborhood.,Él es por naturaleza una persona amable y es popular entre los niños de su vencidario.
Would you mind telling me what this is about?,¿Te molestaría decirme de qué se trata esto?
She is far better today than yesterday.,Ella está mucho mejor hoy que ayer.
Tom refused to speak French.,Tom se rehusó a hablar en francés.
I see your cat in the garden.,Veo a tu gato en el jardín.
Do you have a camera?,¿Tienes una cámara de fotos?
They live next door.,Ellos viven puerta con puerta.
Women generally live longer than men.,Las mujeres generalmente viven más que los hombres.
Tom and Mary are planning to vote for the same candidate.,Tom y Mary están planeando votar al mismo candidato.
Tom can eat pretty much anything.,Tom puede comer casi cualquier cosa.
We have enough money to buy this CD.,Tenemos dinero suficiente para comprar este CD.
My mother is a lawyer.,Mi madre es abogada.
It's not your problem.,No es tu problema.
We are having a meeting.,Estamos en una reunión.
Do psychiatrists need psychiatrists?,¿Los psiquiatras necesitan un psiquiatra?
You must get ready quickly.,Debes ponerte listo rápido.
Has Tom told Mary that he can't speak French at all?,¿Le ha dicho Tom a Mary que no puede hablar francés para nada?
She approved of the wedding.,Ella aprobó la boda.
A cat has a tail and four legs.,Un gato tiene una cola y cuatro patas.
He washes his car at least once a week.,Él lava su coche al menos una vez a la semana.
Tom didn't have to wait in line.,Tom no tuvo que esperar en la cola.
Describe Tom.,Descríbalo a Tomás.
"In the beginning, Catalina had no more than two thousand soldiers.","Catilina, al principio, no tenía más de dos mil soldados."
My eyes are itchy.,Me pican los ojos.
I shouldn't have put my laptop so close to the edge of the table.,No debí haber puesto mi laptop tan cerca del borde de la mesa.
I have to get home.,Debo ir a casa.
We walked across the ice.,Caminamos a través del hielo.
I made dinner.,Hice la cena.
How much do you earn?,¿Cuánto ganas?
"As a child, I loved picking peaches in my grandfather's garden.",De pequeño me encantaba recoger melocotones en el huerto de mi abuelo.
Be careful. Don't throw away those papers.,"Tenga cuidado, no bote esos papeles."
No one here seems to want our help.,Nadie aquí parece querer nuestra ayuda.
That's irrelevant.,Eso es irrelevante.
The doctors wore white masks over their mouths and noses.,Los doctores llevaban mascarillas blancas en la nariz y la boca.
I like to travel by myself.,Me gusta viajar solo.
Tom felt hungry.,Tom se sintió hambriento.
Tom runs faster than me.,Tom corre más rápido que yo.
We sent you an email with an activation link.,Te enviamos un correo electrónico con un enlace de activación.
I led the discussion.,Moderé la discusión.
I haven't eaten lunch yet.,Aún no he almorzado.
I've received your letter.,He recibido tu carta.
I really can't be late.,Realmente no puedo llegar tarde.
More and more people are falling behind in their mortgage payments.,Cada vez más gente se está retrasando en el pago de la hipoteca.
Both dogs are asleep.,Ambos perros duermen.
We painted the door green.,Hemos pintado de verde la puerta.
I have no problem with this.,No tengo ningún problema con esto.
The couple decided to adopt an orphan.,La pareja decidió adoptar a un huérfano.
Tom is in shock.,Tom ha entrado en pánico.
Who is your favorite actor?,¿Quién es tu actor favorito?
"If you became blind suddenly, what would you do?",¿Qué harías si de pronto te volvieras ciego?
I'm not surprised to hear that.,No me sorprende oír eso.
Thanks anyway.,Gracias de todas formas.
Why do you allow Mary to do this to you?,¿Por qué dejas que María te haga esto?
Here's some water.,Aquí hay un poco de agua.
Why did Tom lie to me?,¿Por qué me mintió Tom?
I want to wear the same kind of clothes that Tom wears.,Quiero usar el mismo tipo de ropa que usa Tom.
Unfortunately he refused to come.,"Lamentablemente, él se rehusó a venir."
Tell me what I should be watching for.,Dime a lo que debería estar atento.
He cheated on me.,Él me engañó.
I don't feel like studying.,No tengo ganas de estudiar.
You can't deny it.,No podés negarlo.
He gave her a box.,Le dio una caja.
It seems that she was ill.,"Al parecer, ella estaba enferma."
We started singing.,Empezamos a cantar.
I'm looking for my keys.,Estoy buscando mis llaves.
He is not the sharpest knife in the drawer.,Él no es la persona más inteligente del grupo.
Don't be a backseat driver.,No conduzcas desde el asiento trasero.
The man that I see is very tall.,El hombre que veo yo es muy alto.
I'm not crying.,No estoy llorando.
Is that a llama?,¿Eso es una llama?
I was careful not to say anything to make him angry.,Tuve cuidado de no decir nada que le enfadara.
I have lived here for a long time.,Yo he vivido aquí desde hace mucho tiempo.
I received a letter written one week ago.,Recibí una carta escrita hace una semana.
She was holding a small parasol in her hand.,Ella sostenía con la mano una pequeña sombrilla.
I found out where she was.,Descubrí dónde estaba ella.
What do they need?,¿Qué necesitan?
He can't sing.,No puede cantar.
I told them to send me another ticket.,Les dije que me enviaran otro ticket.
My mother doesn't like to watch TV.,A mi madre no le gusta ver la televisión.
I love walking along the river.,Me encanta caminar por el río.
What difference does that make now?,¿Qué diferencia hace eso ahora?
Dry wood burns well.,La madera seca arde bien.
Tom broke down and cried.,Tom se derrumbó y lloró.
I think you've answered all my questions.,Creo que has respondido a todas mis preguntas.
Prices continued to rise.,Los precios seguían creciendo.
My cats will love this.,A mis gatos les va a encantar esto.
Tom is in jail.,Tom está preso.
I'm going to wait till 2:30.,Voy a esperar hasta las dos y media.
He died yesterday.,Se murió ayer.
She ordered the book from England.,Ella ordenó el libro desde Inglaterra.
How many languages do you speak?,¿Cuántos lenguajes hablas tú?
I won't be able to help you.,No podré ayudarte.
Someone in this room needs a good deodorant.,Alguien en esta sala está necesitando un buen desodorante.
I went a different way.,Fui por un lugar distinto.
Tom asked Mary if he could read her mother's letter.,Tom le preguntó a Mary si acaso podía leer la carta de su madre.
I can do it myself.,Puedo hacerlo solo.
I really miss my girlfriend.,Echo mucho de menos a mi novia.
"In 11 hours, we will arrive in San Francisco around 7:30.","En 11 horas, llegaremos a San Francisco sobre las 7.30."
We cannot thank you enough.,No podemos agradecerles lo suficiente.
I like to keep my clothes for as long as possible.,Me gusta conservar mi ropa el máximo tiempo posible.
Tom should be congratulated.,Tom debería ser felicitado.
He played with his cat.,Él jugaba con su gato.
I don't want to ever see you again.,No quiero volver a verte nunca.
Tom sat at the bar.,Tom se sentó en el bar.
Tom needs two tickets to Boston.,Tom necesita dos boletos a Boston.
Tom doesn't know any of the details yet.,Tom no conoce ninguno de los detalles aún.
Tom doesn't need to work. He's rich.,Tom no necesita trabajar. Él es rico.
Tom doesn't know the answer yet.,Tom no sabe la respuesta todavía.
Hurry up. You'll be late for school.,Apúrate. Vas a llegar tarde a la escuela.
I spent the weekend with my grandma.,Pasé el fin de semana con mi abuela.
What should we do?,¿Qué deberíamos hacer?
He has two aunts on his mother's side.,Él tiene dos tías de parte materna.
They came to our aid at once.,Vinieron a ayudarnos todos a la vez.
Why doesn't he come back?,¿Por qué no vuelve?
Please answer the question.,"Responde a la pregunta, por favor."
The school looks like a prison.,La escuela parece una prisión.
Your friendship has great value to me.,Tu amistad vale mucho para mí.
It is dangerous to cross that old bridge.,Es peligroso cruzar ese viejo puente.
The dog came running to me.,El perro vino corriendo hacia mí.
The committee meets twice a month.,El comité se reúne dos veces al mes.
I plan to live to be a hundred.,Planeo vivir cien años.
Tom is the happiest person in the world right now.,Tom es la persona más feliz del mundo en este momento.
Put your room in order.,Ordena tu cuarto.
Can you tell me what is happening?,¿Puede decirme qué está pasando?
Today is our anniversary so let's make this a special dinner.,"Hoy es nuestro aniversario, así que hagamos de esta una cena especial."
She's too old for you.,Ella es demasiado vieja para ti.
They were not sure whether they could come or not.,Ellos no estaban seguros de si podían venir o no.
We started in 2013.,Empezamos en el 2013.
Isn't it a beautiful day for a picnic?,¿No es un hermoso día para un picnic?
Are you sure it'll work?,¿Está seguro de que eso va a funcionar?
